bin,coverage,frequency
14243000,1298,0.0351057
14244000,1298,0.0351057
14245000,1298,0.0351057
14246000,1298,0.0351057
14247000,1298,0.0351057
14248000,1298,0.0351057
14249000,1298,0.0351057
14250000,1298,0.0351057
14251000,1298,0.0351057
14252000,1298,0.0351057
14253000,1298,0.0351057
14254000,1298,0.0351057
14255000,1298,0.0351057
14256000,1298,0.0351057
14257000,1298,0.0351057
14258000,1298,0.0351057
14259000,1298,0.0351057
14260000,1298,0.0351057
14261000,1298,0.0351057
14262000,1298,0.0351057
14263000,1298,0.0351057
14264000,1298,0.0351057
14265000,1298,0.0351057
14266000,1298,0.0351057
14267000,1298,0.0351057
14268000,1298,0.0351057
14269000,1304,0.035268
14270000,1304,0.035268
14271000,1304,0.035268
14272000,1304,0.035268
14273000,1304,0.035268
14274000,1304,0.035268
14275000,1304,0.035268
14276000,1304,0.035268
14277000,1303,0.035241
14278000,1303,0.035241
14279000,1303,0.035241
14280000,1303,0.035241
14281000,1303,0.035241
14282000,1303,0.035241
14283000,1303,0.035241
14284000,1303,0.035241
14285000,1303,0.035241
14286000,1303,0.035241
14287000,1303,0.035241
14288000,1303,0.035241
14289000,1303,0.035241
14290000,1303,0.035241
14291000,1303,0.035241
14292000,1304,0.035268
14293000,1304,0.035268
14294000,1304,0.035268
14295000,1304,0.035268
14296000,1304,0.035268
14297000,1304,0.035268
14298000,1304,0.035268
14299000,1304,0.035268
14300000,1304,0.035268
14301000,1304,0.035268
14302000,1304,0.035268
14303000,1304,0.035268
14304000,1304,0.035268
14305000,1304,0.035268
14306000,1304,0.035268
14307000,1304,0.035268
14308000,1304,0.035268
14309000,1304,0.035268
14310000,1304,0.035268
14311000,1298,0.0351057
14312000,1298,0.0351057
14313000,1307,0.0353492
14314000,1307,0.0353492
14315000,1310,0.0354303
14316000,1310,0.0354303
14317000,1310,0.0354303
14318000,1310,0.0354303
14319000,1310,0.0354303
14320000,1310,0.0354303
14321000,1310,0.0354303
14322000,1311,0.0354573
14323000,1312,0.0354844
14324000,1312,0.0354844
14325000,1312,0.0354844
14326000,1312,0.0354844
14327000,1312,0.0354844
14328000,1312,0.0354844
14329000,1302,0.0352139
14330000,1302,0.0352139
14331000,1302,0.0352139
14332000,1302,0.0352139
14333000,1302,0.0352139
14334000,1302,0.0352139
14335000,1302,0.0352139
14336000,1302,0.0352139
14337000,1301,0.0351869
14338000,1301,0.0351869
14339000,1301,0.0351869
14340000,1301,0.0351869
14341000,1301,0.0351869
14342000,1301,0.0351869
14343000,1301,0.0351869
14344000,1301,0.0351869
14345000,1301,0.0351869
14346000,1300,0.0351598
14347000,1300,0.0351598
14348000,1300,0.0351598
14349000,1300,0.0351598
14350000,1300,0.0351598
14351000,1300,0.0351598
14352000,1300,0.0351598
14353000,1300,0.0351598
14354000,1300,0.0351598
14355000,1300,0.0351598
14356000,1300,0.0351598
14357000,1300,0.0351598
14358000,1300,0.0351598
14359000,1300,0.0351598
14360000,1300,0.0351598
14361000,1300,0.0351598
14362000,1300,0.0351598
14363000,1300,0.0351598
14364000,1300,0.0351598
14365000,1300,0.0351598
14366000,1300,0.0351598
14367000,1300,0.0351598
14368000,1300,0.0351598
14369000,1300,0.0351598
14370000,1300,0.0351598
14371000,1300,0.0351598
14372000,1300,0.0351598
14373000,1300,0.0351598
14374000,1300,0.0351598
14375000,1300,0.0351598
14376000,1300,0.0351598
14377000,1300,0.0351598
14378000,1300,0.0351598
14379000,1300,0.0351598
14380000,1300,0.0351598
14381000,1300,0.0351598
14382000,1300,0.0351598
14383000,1300,0.0351598
14384000,1300,0.0351598
14385000,1300,0.0351598
14386000,1300,0.0351598
14387000,1300,0.0351598
14388000,1300,0.0351598
14389000,1300,0.0351598
14390000,1300,0.0351598
14391000,1300,0.0351598
14392000,1300,0.0351598
14393000,1300,0.0351598
14394000,1300,0.0351598
14395000,1300,0.0351598
14396000,1300,0.0351598
14397000,1300,0.0351598
14398000,1300,0.0351598
14399000,1300,0.0351598
14400000,1300,0.0351598
14401000,1300,0.0351598
14402000,1300,0.0351598
14403000,1300,0.0351598
14404000,1300,0.0351598
14405000,1300,0.0351598
14406000,1300,0.0351598
14407000,1300,0.0351598
14408000,1300,0.0351598
14409000,1300,0.0351598
14410000,1300,0.0351598
14411000,1300,0.0351598
14412000,1300,0.0351598
14413000,1300,0.0351598
14414000,1300,0.0351598
14415000,1300,0.0351598
14416000,1300,0.0351598
14417000,1300,0.0351598
14418000,1300,0.0351598
14419000,1300,0.0351598
14420000,1300,0.0351598
14421000,1300,0.0351598
14422000,1300,0.0351598
14423000,1300,0.0351598
14424000,1300,0.0351598
14425000,1300,0.0351598
14426000,1300,0.0351598
14427000,1300,0.0351598
14428000,1300,0.0351598
14429000,1300,0.0351598
14430000,1300,0.0351598
14431000,1300,0.0351598
14432000,1300,0.0351598
14433000,1300,0.0351598
14434000,1300,0.0351598
14435000,1300,0.0351598
14436000,1300,0.0351598
14437000,1300,0.0351598
14438000,1300,0.0351598
14439000,1300,0.0351598
14440000,1300,0.0351598
14441000,1300,0.0351598
14442000,1300,0.0351598
14443000,1300,0.0351598
14444000,1300,0.0351598
14445000,1300,0.0351598
14446000,1300,0.0351598
14447000,1300,0.0351598
14448000,1300,0.0351598
14449000,1300,0.0351598
14450000,1300,0.0351598
14451000,1300,0.0351598
14452000,1300,0.0351598
14453000,1300,0.0351598
14454000,1300,0.0351598
14455000,1300,0.0351598
14456000,1300,0.0351598
14457000,1300,0.0351598
14458000,1300,0.0351598
14459000,1300,0.0351598
14460000,1300,0.0351598
14461000,1300,0.0351598
14462000,1300,0.0351598
14463000,1300,0.0351598
14464000,1300,0.0351598
14465000,1300,0.0351598
14466000,1300,0.0351598
14467000,1300,0.0351598
14468000,1300,0.0351598
14469000,1300,0.0351598
14470000,1300,0.0351598
14471000,1300,0.0351598
14472000,1300,0.0351598
14473000,1300,0.0351598
14474000,1300,0.0351598
14475000,1300,0.0351598
14476000,1300,0.0351598
14477000,1300,0.0351598
14478000,1300,0.0351598
14479000,1300,0.0351598
14480000,1300,0.0351598
14481000,1300,0.0351598
14482000,1300,0.0351598
14483000,1300,0.0351598
14484000,1300,0.0351598
14485000,1300,0.0351598
14486000,1300,0.0351598
14487000,1300,0.0351598
14488000,1300,0.0351598
14489000,1300,0.0351598
14490000,1300,0.0351598
14491000,1300,0.0351598
14492000,1300,0.0351598
14493000,1282,0.034673
14494000,1282,0.034673
14495000,1282,0.034673
14496000,1282,0.034673
14497000,1282,0.034673
14498000,1282,0.034673
14499000,1282,0.034673
14500000,1282,0.034673
14501000,1282,0.034673
14502000,1282,0.034673
14503000,1282,0.034673
14504000,1282,0.034673
14505000,1282,0.034673
14506000,1282,0.034673
14507000,1282,0.034673
14508000,1282,0.034673
14509000,1282,0.034673
14510000,1282,0.034673
14511000,1282,0.034673
14512000,1282,0.034673
14513000,1282,0.034673
14514000,1283,0.0347001
14515000,1283,0.0347001
14516000,1283,0.0347001
14517000,1283,0.0347001
14518000,1283,0.0347001
14519000,1283,0.0347001
14520000,1283,0.0347001
14521000,1283,0.0347001
14522000,1283,0.0347001
14523000,1283,0.0347001
14524000,1283,0.0347001
14525000,1283,0.0347001
14526000,1283,0.0347001
14527000,1283,0.0347001
14528000,1283,0.0347001
14529000,1283,0.0347001
14530000,1283,0.0347001
14531000,1283,0.0347001
14532000,1283,0.0347001
14533000,1283,0.0347001
14534000,1283,0.0347001
14535000,1283,0.0347001
14536000,1283,0.0347001
14537000,1283,0.0347001
14538000,1283,0.0347001
14539000,1283,0.0347001
14540000,1283,0.0347001
14541000,1283,0.0347001
14542000,1283,0.0347001
14543000,1283,0.0347001
14544000,1283,0.0347001
14545000,1283,0.0347001
14546000,1283,0.0347001
14547000,1283,0.0347001
14548000,1283,0.0347001
14549000,1283,0.0347001
14550000,1283,0.0347001
14551000,1283,0.0347001
14552000,1283,0.0347001
14553000,1283,0.0347001
14554000,1283,0.0347001
14555000,1283,0.0347001
14556000,1283,0.0347001
14557000,1283,0.0347001
14558000,1283,0.0347001
14559000,1283,0.0347001
14560000,1283,0.0347001
14561000,1283,0.0347001
14562000,1283,0.0347001
14563000,1283,0.0347001
14564000,1283,0.0347001
14565000,1283,0.0347001
14566000,1283,0.0347001
14567000,1283,0.0347001
14568000,1283,0.0347001
14569000,1283,0.0347001
14570000,1283,0.0347001
14571000,1283,0.0347001
14572000,1283,0.0347001
14573000,1283,0.0347001
14574000,1283,0.0347001
14575000,1283,0.0347001
14576000,1283,0.0347001
14577000,1283,0.0347001
14578000,1283,0.0347001
14579000,1283,0.0347001
14580000,1287,0.0348082
14581000,1287,0.0348082
14582000,1287,0.0348082
14583000,1287,0.0348082
14584000,1287,0.0348082
14585000,1287,0.0348082
14586000,1287,0.0348082
14587000,1287,0.0348082
14588000,1287,0.0348082
14589000,1287,0.0348082
14590000,1287,0.0348082
14591000,1287,0.0348082
14592000,1287,0.0348082
14593000,1287,0.0348082
14594000,1287,0.0348082
14595000,1287,0.0348082
14596000,1287,0.0348082
14597000,1287,0.0348082
14598000,1289,0.0348623
14599000,1289,0.0348623
14600000,1289,0.0348623
14601000,1289,0.0348623
14602000,1289,0.0348623
14603000,1289,0.0348623
14604000,1289,0.0348623
14605000,1289,0.0348623
14606000,1289,0.0348623
14607000,1289,0.0348623
14608000,1289,0.0348623
14609000,1290,0.0348894
14610000,1290,0.0348894
14611000,1290,0.0348894
14612000,1290,0.0348894
14613000,1290,0.0348894
14614000,1290,0.0348894
14615000,1290,0.0348894
14616000,1290,0.0348894
14617000,1290,0.0348894
14618000,1290,0.0348894
14619000,1290,0.0348894
14620000,1290,0.0348894
14621000,1290,0.0348894
14622000,1290,0.0348894
14623000,1290,0.0348894
14624000,1290,0.0348894
14625000,1287,0.0348082
14626000,1287,0.0348082
14627000,1287,0.0348082
14628000,1287,0.0348082
14629000,1287,0.0348082
14630000,1287,0.0348082
14631000,1287,0.0348082
14632000,1287,0.0348082
14633000,1287,0.0348082
14634000,1287,0.0348082
14635000,1287,0.0348082
14636000,1287,0.0348082
14637000,1277,0.0345378
14638000,1279,0.0345919
14639000,1279,0.0345919
14640000,1279,0.0345919
14641000,1278,0.0345648
14642000,1278,0.0345648
14643000,1278,0.0345648
14644000,1278,0.0345648
14645000,1278,0.0345648
14646000,1278,0.0345648
14647000,1278,0.0345648
14648000,1278,0.0345648
14649000,1278,0.0345648
14650000,1278,0.0345648
14651000,1278,0.0345648
14652000,1278,0.0345648
14653000,1278,0.0345648
14654000,1278,0.0345648
14655000,1278,0.0345648
14656000,1278,0.0345648
14657000,1278,0.0345648
14658000,1280,0.0346189
14659000,1280,0.0346189
14660000,1280,0.0346189
14661000,1280,0.0346189
14662000,1280,0.0346189
14663000,1280,0.0346189
14664000,1280,0.0346189
14665000,1280,0.0346189
14666000,1280,0.0346189
14667000,1280,0.0346189
14668000,1280,0.0346189
14669000,1283,0.0347001
14670000,1283,0.0347001
14671000,1283,0.0347001
14672000,1283,0.0347001
14673000,1283,0.0347001
14674000,1330,0.0359712
14675000,1330,0.0359712
14676000,1330,0.0359712
14677000,1330,0.0359712
14678000,1330,0.0359712
14679000,1330,0.0359712
14680000,1330,0.0359712
14681000,1330,0.0359712
14682000,1330,0.0359712
14683000,1330,0.0359712
14684000,1330,0.0359712
14685000,1330,0.0359712
14686000,1330,0.0359712
14687000,1339,0.0362146
14688000,1339,0.0362146
14689000,1339,0.0362146
14690000,1339,0.0362146
14691000,1339,0.0362146
14692000,1339,0.0362146
14693000,1339,0.0362146
14694000,1339,0.0362146
14695000,1339,0.0362146
14696000,1339,0.0362146
14697000,1339,0.0362146
14698000,1339,0.0362146
14699000,1339,0.0362146
14700000,1339,0.0362146
14701000,1339,0.0362146
14702000,1339,0.0362146
14703000,1337,0.0361605
14704000,1337,0.0361605
14705000,1337,0.0361605
14706000,1337,0.0361605
14707000,1337,0.0361605
14708000,1337,0.0361605
14709000,1337,0.0361605
14710000,1337,0.0361605
14711000,1337,0.0361605
14712000,1337,0.0361605
14713000,1337,0.0361605
14714000,1337,0.0361605
14715000,1337,0.0361605
14716000,1337,0.0361605
14717000,1337,0.0361605
14718000,1328,0.0359171
14719000,1328,0.0359171
14720000,1328,0.0359171
14721000,1328,0.0359171
14722000,1328,0.0359171
14723000,1328,0.0359171
14724000,1328,0.0359171
14725000,1328,0.0359171
14726000,1328,0.0359171
14727000,1328,0.0359171
14728000,1328,0.0359171
14729000,1328,0.0359171
14730000,1328,0.0359171
14731000,1328,0.0359171
14732000,1328,0.0359171
14733000,1328,0.0359171
14734000,1328,0.0359171
14735000,1328,0.0359171
14736000,1328,0.0359171
14737000,1328,0.0359171
14738000,1328,0.0359171
14739000,1328,0.0359171
14740000,1328,0.0359171
14741000,1328,0.0359171
14742000,1328,0.0359171
14743000,1328,0.0359171
14744000,1328,0.0359171
14745000,1328,0.0359171
14746000,1328,0.0359171
14747000,1328,0.0359171
14748000,1328,0.0359171
14749000,1328,0.0359171
14750000,1328,0.0359171
14751000,1328,0.0359171
14752000,1328,0.0359171
14753000,1328,0.0359171
14754000,1328,0.0359171
14755000,1328,0.0359171
14756000,1328,0.0359171
14757000,1328,0.0359171
14758000,1328,0.0359171
14759000,1328,0.0359171
14760000,1328,0.0359171
14761000,1328,0.0359171
14762000,1328,0.0359171
14763000,1328,0.0359171
14764000,1328,0.0359171
14765000,1328,0.0359171
14766000,1328,0.0359171
14767000,1328,0.0359171
14768000,1328,0.0359171
14769000,1328,0.0359171
14770000,1328,0.0359171
14771000,1328,0.0359171
14772000,1328,0.0359171
14773000,1328,0.0359171
14774000,1328,0.0359171
14775000,1328,0.0359171
14776000,1328,0.0359171
14777000,1328,0.0359171
14778000,1328,0.0359171
14779000,1328,0.0359171
14780000,1328,0.0359171
14781000,1328,0.0359171
14782000,1328,0.0359171
14783000,1328,0.0359171
14784000,1328,0.0359171
14785000,1328,0.0359171
14786000,1328,0.0359171
14787000,1328,0.0359171
14788000,1328,0.0359171
14789000,1328,0.0359171
14790000,1328,0.0359171
14791000,1328,0.0359171
14792000,1328,0.0359171
14793000,1328,0.0359171
14794000,1328,0.0359171
14795000,1328,0.0359171
14796000,1328,0.0359171
14797000,1328,0.0359171
14798000,1328,0.0359171
14799000,1328,0.0359171
14800000,1328,0.0359171
14801000,1328,0.0359171
14802000,1328,0.0359171
14803000,1328,0.0359171
14804000,1328,0.0359171
14805000,1328,0.0359171
14806000,1328,0.0359171
14807000,1328,0.0359171
14808000,1328,0.0359171
14809000,1328,0.0359171
14810000,1328,0.0359171
14811000,1328,0.0359171
14812000,1328,0.0359171
14813000,1328,0.0359171
14814000,1328,0.0359171
14815000,1328,0.0359171
14816000,1328,0.0359171
14817000,1328,0.0359171
14818000,1328,0.0359171
14819000,1328,0.0359171
14820000,1328,0.0359171
14821000,1328,0.0359171
14822000,1328,0.0359171
14823000,1328,0.0359171
14824000,1328,0.0359171
14825000,1328,0.0359171
14826000,1328,0.0359171
14827000,1328,0.0359171
14828000,1328,0.0359171
14829000,1328,0.0359171
14830000,1328,0.0359171
14831000,1328,0.0359171
14832000,1328,0.0359171
14833000,1328,0.0359171
14834000,1328,0.0359171
14835000,1328,0.0359171
14836000,1328,0.0359171
14837000,1328,0.0359171
14838000,1328,0.0359171
14839000,1328,0.0359171
14840000,1328,0.0359171
14841000,1328,0.0359171
14842000,1328,0.0359171
14843000,1328,0.0359171
14844000,1328,0.0359171
14845000,1328,0.0359171
14846000,1328,0.0359171
14847000,1328,0.0359171
14848000,1328,0.0359171
14849000,1328,0.0359171
14850000,1328,0.0359171
14851000,1328,0.0359171
14852000,1328,0.0359171
14853000,1328,0.0359171
14854000,1328,0.0359171
14855000,1328,0.0359171
14856000,1328,0.0359171
14857000,1328,0.0359171
14858000,1328,0.0359171
14859000,1328,0.0359171
14860000,1328,0.0359171
14861000,1328,0.0359171
14862000,1328,0.0359171
14863000,1328,0.0359171
14864000,1328,0.0359171
14865000,1328,0.0359171
14866000,1328,0.0359171
14867000,1328,0.0359171
14868000,1328,0.0359171
14869000,1328,0.0359171
14870000,1328,0.0359171
14871000,1328,0.0359171
14872000,1328,0.0359171
14873000,1328,0.0359171
14874000,1328,0.0359171
14875000,1328,0.0359171
14876000,1325,0.035836
14877000,1325,0.035836
14878000,1325,0.035836
14879000,1325,0.035836
14880000,1325,0.035836
14881000,1325,0.035836
14882000,1325,0.035836
14883000,1325,0.035836
14884000,1325,0.035836
14885000,1325,0.035836
14886000,1325,0.035836
14887000,1325,0.035836
14888000,1326,0.035863
14889000,1326,0.035863
14890000,1326,0.035863
14891000,1326,0.035863
14892000,1326,0.035863
14893000,1326,0.035863
14894000,1326,0.035863
14895000,1326,0.035863
14896000,1326,0.035863
14897000,1326,0.035863
14898000,1326,0.035863
14899000,1326,0.035863
14900000,1326,0.035863
14901000,1326,0.035863
14902000,1326,0.035863
14903000,1326,0.035863
14904000,1326,0.035863
14905000,1326,0.035863
14906000,1326,0.035863
14907000,1326,0.035863
14908000,1326,0.035863
14909000,1326,0.035863
14910000,1326,0.035863
14911000,1326,0.035863
14912000,1339,0.0362146
14913000,1339,0.0362146
14914000,1339,0.0362146
14915000,1339,0.0362146
14916000,1339,0.0362146
14917000,1339,0.0362146
14918000,1339,0.0362146
14919000,1339,0.0362146
14920000,1339,0.0362146
14921000,1339,0.0362146
14922000,1339,0.0362146
14923000,1339,0.0362146
14924000,1339,0.0362146
14925000,1339,0.0362146
14926000,1339,0.0362146
14927000,1309,0.0354033
14928000,1309,0.0354033
14929000,1309,0.0354033
14930000,1309,0.0354033
14931000,1309,0.0354033
14932000,1309,0.0354033
14933000,1309,0.0354033
14934000,1309,0.0354033
14935000,1309,0.0354033
14936000,1309,0.0354033
14937000,1309,0.0354033
14938000,1309,0.0354033
14939000,1309,0.0354033
14940000,1309,0.0354033
14941000,1309,0.0354033
14942000,1309,0.0354033
14943000,1313,0.0355114
14944000,1313,0.0355114
14945000,1313,0.0355114
14946000,1313,0.0355114
14947000,1313,0.0355114
14948000,1313,0.0355114
14949000,1313,0.0355114
14950000,1313,0.0355114
14951000,1313,0.0355114
14952000,1313,0.0355114
14953000,1313,0.0355114
14954000,1313,0.0355114
14955000,1313,0.0355114
14956000,1313,0.0355114
14957000,1318,0.0356467
14958000,1318,0.0356467
14959000,1318,0.0356467
14960000,1318,0.0356467
14961000,1318,0.0356467
14962000,1318,0.0356467
14963000,1318,0.0356467
14964000,1318,0.0356467
14965000,1318,0.0356467
14966000,1318,0.0356467
14967000,1318,0.0356467
14968000,1318,0.0356467
14969000,1318,0.0356467
14970000,1318,0.0356467
14971000,1311,0.0354573
14972000,1311,0.0354573
14973000,1311,0.0354573
14974000,1311,0.0354573
14975000,1311,0.0354573
14976000,1311,0.0354573
14977000,1311,0.0354573
14978000,1287,0.0348082
14979000,1287,0.0348082
14980000,1287,0.0348082
14981000,1287,0.0348082
14982000,1287,0.0348082
14983000,1287,0.0348082
14984000,1287,0.0348082
14985000,1287,0.0348082
14986000,1290,0.0348894
14987000,1290,0.0348894
14988000,1290,0.0348894
14989000,1338,0.0361876
14990000,1338,0.0361876
14991000,1338,0.0361876
14992000,1338,0.0361876
14993000,1338,0.0361876
14994000,1338,0.0361876
14995000,1338,0.0361876
14996000,1338,0.0361876
14997000,1338,0.0361876
14998000,1338,0.0361876
14999000,1338,0.0361876
1.5e+07,1338,0.0361876
15001000,1338,0.0361876
15002000,1372,0.0371072
15003000,1372,0.0371072
15004000,1372,0.0371072
15005000,1372,0.0371072
15006000,1372,0.0371072
15007000,1372,0.0371072
15008000,1372,0.0371072
15009000,1374,0.0371612
15010000,1374,0.0371612
15011000,1374,0.0371612
15012000,1374,0.0371612
15013000,1371,0.0370801
15014000,1371,0.0370801
15015000,1371,0.0370801
15016000,1371,0.0370801
15017000,1365,0.0369178
15018000,1365,0.0369178
15019000,1365,0.0369178
15020000,1365,0.0369178
15021000,1365,0.0369178
15022000,1365,0.0369178
15023000,1365,0.0369178
15024000,1365,0.0369178
15025000,1365,0.0369178
15026000,1365,0.0369178
15027000,1365,0.0369178
15028000,1365,0.0369178
15029000,1365,0.0369178
15030000,1365,0.0369178
15031000,1365,0.0369178
15032000,1365,0.0369178
15033000,1365,0.0369178
15034000,1365,0.0369178
15035000,1368,0.036999
15036000,1368,0.036999
15037000,1368,0.036999
15038000,1368,0.036999
15039000,1368,0.036999
15040000,1368,0.036999
15041000,1368,0.036999
15042000,1368,0.036999
15043000,1368,0.036999
15044000,1368,0.036999
15045000,1368,0.036999
15046000,1368,0.036999
15047000,1368,0.036999
15048000,1368,0.036999
15049000,1368,0.036999
15050000,1368,0.036999
15051000,1368,0.036999
15052000,1368,0.036999
15053000,1368,0.036999
15054000,1368,0.036999
15055000,1368,0.036999
15056000,1368,0.036999
15057000,1368,0.036999
15058000,1368,0.036999
15059000,1368,0.036999
15060000,1368,0.036999
15061000,1368,0.036999
15062000,1368,0.036999
15063000,1368,0.036999
15064000,1368,0.036999
15065000,1368,0.036999
15066000,1368,0.036999
15067000,1281,0.034646
15068000,1281,0.034646
15069000,1281,0.034646
15070000,1281,0.034646
15071000,1281,0.034646
15072000,1281,0.034646
15073000,1281,0.034646
15074000,1281,0.034646
15075000,1281,0.034646
15076000,1269,0.0343214
15077000,1269,0.0343214
15078000,1269,0.0343214
15079000,1269,0.0343214
15080000,1269,0.0343214
15081000,1269,0.0343214
15082000,1269,0.0343214
15083000,1269,0.0343214
15084000,1269,0.0343214
15085000,1269,0.0343214
15086000,1269,0.0343214
15087000,1269,0.0343214
15088000,1269,0.0343214
15089000,1269,0.0343214
15090000,1239,0.03351
15091000,1239,0.03351
15092000,1239,0.03351
15093000,1239,0.03351
15094000,1239,0.03351
15095000,1239,0.03351
15096000,1239,0.03351
15097000,1239,0.03351
15098000,1239,0.03351
15099000,1239,0.03351
15100000,1239,0.03351
15101000,1239,0.03351
15102000,1239,0.03351
15103000,1239,0.03351
15104000,1239,0.03351
15105000,1239,0.03351
15106000,1239,0.03351
15107000,1239,0.03351
15108000,1239,0.03351
15109000,1239,0.03351
15110000,1239,0.03351
15111000,1239,0.03351
15112000,1239,0.03351
15113000,1239,0.03351
15114000,1239,0.03351
15115000,1239,0.03351
15116000,1239,0.03351
15117000,1239,0.03351
15118000,1239,0.03351
15119000,1239,0.03351
15120000,1239,0.03351
15121000,1239,0.03351
15122000,1239,0.03351
15123000,1239,0.03351
15124000,1239,0.03351
15125000,1239,0.03351
15126000,1239,0.03351
15127000,1239,0.03351
15128000,1239,0.03351
15129000,1239,0.03351
15130000,1239,0.03351
15131000,1234,0.0333748
15132000,1234,0.0333748
15133000,1234,0.0333748
15134000,1234,0.0333748
15135000,1234,0.0333748
15136000,1234,0.0333748
15137000,1234,0.0333748
15138000,1234,0.0333748
15139000,1234,0.0333748
15140000,1234,0.0333748
15141000,1234,0.0333748
15142000,1234,0.0333748
15143000,1234,0.0333748
15144000,1234,0.0333748
15145000,1234,0.0333748
15146000,1234,0.0333748
15147000,1234,0.0333748
15148000,1234,0.0333748
15149000,1234,0.0333748
15150000,1234,0.0333748
15151000,1234,0.0333748
15152000,1234,0.0333748
15153000,1234,0.0333748
15154000,1234,0.0333748
15155000,1234,0.0333748
15156000,1234,0.0333748
15157000,1234,0.0333748
15158000,1234,0.0333748
15159000,1234,0.0333748
15160000,1234,0.0333748
15161000,1234,0.0333748
15162000,1234,0.0333748
15163000,1234,0.0333748
15164000,1234,0.0333748
15165000,1234,0.0333748
15166000,1234,0.0333748
15167000,1234,0.0333748
15168000,1234,0.0333748
15169000,1234,0.0333748
15170000,1234,0.0333748
15171000,1234,0.0333748
15172000,1234,0.0333748
15173000,1234,0.0333748
15174000,1234,0.0333748
15175000,1234,0.0333748
15176000,1234,0.0333748
15177000,1234,0.0333748
15178000,1234,0.0333748
15179000,1234,0.0333748
15180000,1234,0.0333748
15181000,1234,0.0333748
15182000,1234,0.0333748
15183000,1234,0.0333748
15184000,1234,0.0333748
15185000,1234,0.0333748
15186000,1234,0.0333748
15187000,1234,0.0333748
15188000,1234,0.0333748
15189000,1234,0.0333748
15190000,1234,0.0333748
15191000,1234,0.0333748
15192000,1234,0.0333748
15193000,1234,0.0333748
15194000,1234,0.0333748
15195000,1234,0.0333748
15196000,1234,0.0333748
15197000,1234,0.0333748
15198000,1234,0.0333748
15199000,1234,0.0333748
15200000,1234,0.0333748
15201000,1230,0.0332666
15202000,1230,0.0332666
15203000,1230,0.0332666
15204000,1230,0.0332666
15205000,1230,0.0332666
15206000,1230,0.0332666
15207000,1230,0.0332666
15208000,1230,0.0332666
15209000,1230,0.0332666
15210000,1230,0.0332666
15211000,1230,0.0332666
15212000,1230,0.0332666
15213000,1230,0.0332666
15214000,1230,0.0332666
15215000,1230,0.0332666
15216000,1230,0.0332666
15217000,1230,0.0332666
15218000,1230,0.0332666
15219000,1230,0.0332666
15220000,1230,0.0332666
15221000,1230,0.0332666
15222000,1230,0.0332666
15223000,1228,0.0332125
15224000,1228,0.0332125
15225000,1228,0.0332125
15226000,1228,0.0332125
15227000,1228,0.0332125
15228000,1228,0.0332125
15229000,1228,0.0332125
15230000,1228,0.0332125
15231000,1228,0.0332125
15232000,1228,0.0332125
15233000,1228,0.0332125
15234000,1228,0.0332125
15235000,1228,0.0332125
15236000,1228,0.0332125
15237000,1228,0.0332125
15238000,1228,0.0332125
15239000,1228,0.0332125
15240000,1228,0.0332125
15241000,1228,0.0332125
15242000,1228,0.0332125
15243000,1228,0.0332125
15244000,1228,0.0332125
15245000,1228,0.0332125
15246000,1228,0.0332125
15247000,1228,0.0332125
15248000,1228,0.0332125
15249000,1228,0.0332125
15250000,1228,0.0332125
15251000,1228,0.0332125
15252000,1228,0.0332125
15253000,1228,0.0332125
15254000,1228,0.0332125
15255000,1225,0.0331314
15256000,1225,0.0331314
15257000,1225,0.0331314
15258000,1225,0.0331314
15259000,1225,0.0331314
15260000,1216,0.032888
15261000,1216,0.032888
15262000,1216,0.032888
15263000,1216,0.032888
15264000,1216,0.032888
15265000,1216,0.032888
15266000,1216,0.032888
15267000,1216,0.032888
15268000,1216,0.032888
15269000,1216,0.032888
15270000,1216,0.032888
15271000,1216,0.032888
15272000,1216,0.032888
15273000,1216,0.032888
15274000,1216,0.032888
15275000,1216,0.032888
15276000,1216,0.032888
15277000,1216,0.032888
15278000,1216,0.032888
15279000,1216,0.032888
15280000,1216,0.032888
15281000,1216,0.032888
15282000,1217,0.032915
15283000,1217,0.032915
15284000,1217,0.032915
15285000,1217,0.032915
15286000,1217,0.032915
15287000,1217,0.032915
15288000,1217,0.032915
15289000,1217,0.032915
15290000,1217,0.032915
15291000,1217,0.032915
15292000,1217,0.032915
15293000,1217,0.032915
15294000,1217,0.032915
15295000,1217,0.032915
15296000,1217,0.032915
15297000,1217,0.032915
15298000,1217,0.032915
15299000,1217,0.032915
15300000,1217,0.032915
15301000,1217,0.032915
15302000,1217,0.032915
15303000,1217,0.032915
15304000,1217,0.032915
15305000,1217,0.032915
15306000,1217,0.032915
15307000,1217,0.032915
15308000,1217,0.032915
15309000,1217,0.032915
15310000,1217,0.032915
15311000,1217,0.032915
15312000,1217,0.032915
15313000,1217,0.032915
15314000,1220,0.0329962
15315000,1220,0.0329962
15316000,1220,0.0329962
15317000,1220,0.0329962
15318000,1220,0.0329962
15319000,1220,0.0329962
15320000,1220,0.0329962
15321000,1220,0.0329962
15322000,1220,0.0329962
15323000,1220,0.0329962
15324000,1220,0.0329962
15325000,1220,0.0329962
15326000,1220,0.0329962
15327000,1220,0.0329962
15328000,1220,0.0329962
15329000,1220,0.0329962
15330000,1220,0.0329962
15331000,1220,0.0329962
15332000,1220,0.0329962
15333000,1220,0.0329962
15334000,1220,0.0329962
15335000,1220,0.0329962
